#;Player;Pos;Team;FPT;CR;GP;MIN;ST;PTS;REB;AST;STL;BLK;BA;FGM;FGA;FG%;3PM;3PA;3P%;FTM;FTA;FT%;OREB;DREB;TOV;PF;FD;+/-
1;M. Lessort;C;PAO;27.5;16.3;2;27.3;2;18.0;7.0;1.0;1.0;0.5;0.0;7.5;10.0;75.0;0.0;1.0;0.0;3.0;4.0;75.0;2.5;4.5;1.0;1.0;3.0;11.5
2;D. Oturu;C;EFS;26.7;11.4;2;24.2;2;17.5;7.5;1.0;0.5;1.5;0.5;6.5;9.0;72.2;0.0;0.0;0.0;4.5;5.5;81.8;3.0;4.5;2.5;2.5;6.5;5.5
3;N. Sako;C;ASV;24.0;9.8;2;21.4;2;12.5;7.5;1.5;2.0;1.5;0.5;5.5;7.0;78.6;0.0;0.0;0.0;1.5;2.0;75.0;4.5;3.0;0.0;2.0;2.0;-1.0
4;F. Campazzo;G;RMB;22.6;15.5;2;27.6;1;13.5;3.5;10.0;1.0;0.0;0.5;4.0;9.0;44.4;2.5;4.5;55.6;3.0;3.0;100.0;0.0;3.5;2.5;3.0;4.5;7.5
5;S. Vezenkov;F;OLY;22.5;16.4;2;27.6;2;14.0;7.5;0.5;0.5;0.0;0.0;3.5;5.5;63.6;0.5;1.5;33.3;6.5;7.5;86.7;2.0;5.5;0.5;2.0;4.0;-3.0
6;T. Blatt;G;MTA;22.3;8.1;2;27.9;2;13.5;1.5;11.0;0.5;0.0;0.5;5.0;8.5;58.8;3.0;4.0;75.0;0.5;0.5;100.0;0.0;1.5;3.0;1.0;2.0;6.5
7;T. Jones;C;PAR;22.0;10.9;2;26.8;1;16.5;4.0;1.5;1.5;0.0;0.0;6.0;7.5;80.0;0.0;0.0;0.0;4.5;7.0;64.3;1.0;3.0;1.0;3.0;6.5;-7.5
8;C. Moneke;F;BKN;21.3;15.5;2;34.5;2;16.0;5.0;3.0;0.5;0.0;0.0;5.0;9.0;55.6;0.5;3.5;14.3;5.5;5.5;100.0;2.0;3.0;2.5;2.0;4.5;4.0
9;T. Maledon;G;ASV;21.2;11.2;2;28.6;2;14.0;3.5;4.0;1.0;0.0;1.0;4.0;8.5;47.1;0.5;1.5;33.3;5.5;6.0;91.7;0.5;3.0;1.0;1.0;5.5;-5.0
10;J. Rivero;C;MTA;21.2;10.9;2;26.9;2;12.0;6.5;1.5;2.0;1.5;0.0;5.5;8.0;68.8;0.0;0.5;0.0;1.0;2.0;50.0;1.5;5.0;1.0;2.5;3.5;0.5
11;T. Shorts;G;PBB;21.0;13.6;2;27.5;2;16.5;3.5;6.0;1.5;0.0;0.0;6.5;13.0;50.0;0.0;1.5;0.0;3.5;4.5;77.8;0.0;3.5;1.5;2.0;4.5;-5.0
12;S. Shields;F;EA7;20.5;14.9;2;29.3;2;15.5;4.0;3.5;1.0;0.0;0.0;4.5;9.5;47.4;1.0;3.0;33.3;5.5;7.5;73.3;0.5;3.5;2.5;1.5;6.0;-6.0
13;I. Cordinier;G;VIR;20.5;11.0;2;31.2;2;19.5;5.0;4.0;0.0;0.0;0.5;7.0;11.5;60.9;1.5;4.0;37.5;4.0;4.5;88.9;1.5;3.5;3.0;3.5;4.0;-3.5
14;A. Diallo;F;ASM;19.8;12.7;2;29.4;1;14.5;5.5;2.5;1.0;0.0;0.0;5.0;8.5;58.8;1.0;1.5;66.7;3.5;4.5;77.8;3.0;2.5;1.0;3.0;3.0;8.0
15;K. Nunn;G;PAO;19.3;13.1;2;30.8;2;16.5;3.5;5.5;1.0;0.0;1.0;5.5;13.5;40.7;2.0;5.5;36.4;3.5;3.5;100.0;0.0;3.5;1.0;1.5;2.5;15.0
16;S. Francisco;G;ZAL;19.1;10.2;2;20.5;0;16.0;2.5;4.5;1.0;0.0;0.5;4.5;10.5;42.9;3.0;7.0;42.9;4.0;5.5;72.7;1.0;1.5;1.0;2.5;5.5;0.5
17;M. James;G;ASM;18.2;16.1;2;24.9;2;13.0;1.0;5.5;1.5;0.0;0.5;3.5;10.0;35.0;1.5;5.5;27.3;4.5;5.5;81.8;0.0;1.0;0.0;1.0;4.5;9.0
18;S. Napier;G;BAY;17.7;13.0;2;20.8;0;16.5;2.0;1.5;1.5;0.0;0.5;5.0;8.0;62.5;2.5;3.5;71.4;4.0;4.5;88.9;1.0;1.0;3.0;1.5;3.5;10.5
19;J. Voigtmann;C;BAY;17.7;10.1;2;31.6;2;12.5;7.0;3.5;0.5;0.0;0.0;4.5;8.5;52.9;3.5;6.5;53.8;0.0;1.0;0.0;1.5;5.5;1.5;1.5;1.0;-3.0
20;N. Kalinic;F;CZV;17.6;11.0;2;27.4;2;10.5;4.0;2.5;1.0;1.0;0.0;3.5;6.5;53.8;2.5;3.5;71.4;1.0;1.5;66.7;2.5;1.5;1.0;0.5;2.0;7.5
21;D. Brizuela;G;BAR;17.6;7.0;1;15.3;0;18.0;2.0;0.0;1.0;0.0;1.0;8.0;12.0;66.7;2.0;4.0;50.0;0.0;0.0;0.0;0.0;2.0;0.0;1.0;1.0;12.0
22;K. Koumadje;C;BER;17.5;9.1;2;23.6;1;8.0;10.5;1.0;0.5;1.0;0.0;3.5;6.5;53.8;0.0;0.0;0.0;1.0;2.0;50.0;3.0;7.5;1.0;0.5;2.0;-1.5
23;E. Okobo;G;ASM;17.1;12.8;2;26.3;0;15.5;1.5;3.5;1.5;0.0;0.0;6.0;10.5;57.1;2.0;4.5;44.4;1.5;2.0;75.0;0.0;1.5;1.5;2.0;2.0;6.0
24;W. Baldwin Iv;G;FBB;17.1;15.0;2;31.1;2;17.0;4.0;4.5;1.5;0.5;1.0;5.5;14.5;37.9;2.0;6.0;33.3;4.0;4.5;88.9;1.5;2.5;3.0;1.5;3.0;2.5
25;J. Hernangomez;F;PAO;17.1;12.3;2;22.5;0;11.5;6.0;1.0;1.0;0.0;0.0;4.5;8.0;56.3;2.5;4.0;62.5;0.0;0.0;0.0;2.5;3.5;0.0;1.0;0.5;-1.5
26;N. Mirotic;F;EA7;16.7;15.0;2;27.8;2;12.0;4.5;1.0;2.0;0.5;0.0;4.0;7.0;57.1;2.0;4.0;50.0;2.0;2.5;80.0;0.5;4.0;2.0;2.0;3.0;-6.0
27;J. Hoard;F;MTA;16.7;12.7;2;24.8;0;14.0;5.5;0.5;1.5;0.0;0.5;5.0;10.0;50.0;0.0;1.0;0.0;4.0;5.0;80.0;1.5;4.0;0.0;1.5;2.5;-5.0
28;T. Sedekerskis;F;BKN;16.6;12.9;2;27.9;2;11.0;4.0;1.0;1.0;0.0;0.5;4.0;5.5;72.7;1.0;2.0;50.0;2.0;3.0;66.7;1.0;3.0;0.5;0.5;2.5;-2.0
29;D. Hall;C;BKN;16.2;12.3;2;25.4;2;10.5;5.5;0.5;0.5;2.0;0.5;3.5;4.5;77.8;0.0;0.0;0.0;3.5;5.0;70.0;1.5;4.0;0.5;3.0;3.0;-1.5
30;I. Canaan;G;CZV;16.0;7.7;2;26.8;2;16.5;0.5;1.5;1.0;0.0;0.5;5.5;10.5;52.4;2.5;5.0;50.0;3.0;3.5;85.7;0.5;0.0;0.0;1.5;2.5;7.0
31;J. Grant;G;PAO;16.0;10.7;2;20.4;0;10.5;2.0;2.0;2.0;0.0;0.0;4.0;6.0;66.7;1.5;2.0;75.0;1.0;1.5;66.7;0.5;1.5;0.5;1.0;2.0;5.5
32;E. Bryant;G;EFS;15.6;9.2;2;22.3;2;13.5;4.5;2.0;0.5;1.0;1.0;4.5;10.5;42.9;0.5;3.5;14.3;4.0;4.0;100.0;0.0;4.5;0.0;2.5;3.0;2.0
33;C. Miller-mcintyre;G;CZV;15.4;12.7;2;27.5;1;8.0;4.5;7.0;0.5;0.0;0.0;3.0;8.5;35.3;0.5;2.5;20.0;1.5;2.0;75.0;0.5;4.0;1.5;0.5;2.0;6.0
34;J. Loyd;G;MTA;15.1;13.3;2;27.6;2;15.5;2.5;1.5;0.5;0.0;0.0;6.0;11.5;52.2;1.0;3.5;28.6;2.5;2.5;100.0;0.5;2.0;1.0;3.0;4.0;6.0
35;S. Larkin;G;EFS;14.8;15.3;2;23.9;0;10.0;3.0;4.5;0.5;0.0;0.5;3.5;9.0;38.9;2.0;5.5;36.4;1.0;1.0;100.0;1.0;2.0;1.0;1.0;4.0;-10.5
36;M. Hermannsson;G;BER;14.5;8.4;2;27.4;2;12.5;2.0;7.0;0.0;0.0;1.0;4.5;8.5;52.9;0.5;1.5;33.3;3.0;4.0;75.0;0.0;2.0;2.5;2.0;3.5;0.0
37;M. Jantunen;C;PBB;14.5;9.5;2;26.5;2;9.0;6.0;0.5;1.5;0.0;0.5;2.5;4.5;55.6;1.5;3.0;50.0;2.5;3.0;83.3;2.0;4.0;0.5;3.0;4.0;-1.5
38;M. Jaiteh;C;ASM;14.3;7.6;2;21.4;2;8.0;7.5;1.0;0.0;0.5;0.0;4.0;5.0;80.0;0.0;0.0;0.0;0.0;2.0;0.0;2.5;5.0;1.5;3.0;3.5;5.5
39;N. Giffey;F;BAY;14.3;6.4;1;18.6;0;6.0;3.0;1.0;1.0;1.0;0.0;2.0;2.0;100.0;2.0;2.0;100.0;0.0;0.0;0.0;0.0;3.0;0.0;0.0;1.0;15.0
40;N. Hayes-davis;F;FBB;14.3;13.8;2;26.5;2;13.0;3.5;3.0;0.5;1.0;1.5;4.5;10.5;42.9;2.0;4.0;50.0;2.0;2.5;80.0;2.0;1.5;1.5;1.0;2.5;1.5
41;Y. Madar;G;BAY;14.0;8.0;1;17.6;0;11.0;2.0;6.0;1.0;0.0;0.0;5.0;9.0;55.6;0.0;2.0;0.0;1.0;1.0;100.0;0.0;2.0;4.0;0.0;2.0;-15.0
42;D. Booker;C;BAY;13.9;10.4;2;25.4;2;13.0;5.0;2.5;1.5;0.0;1.0;5.0;9.5;52.6;1.0;3.0;33.3;2.0;2.5;80.0;2.0;3.0;1.5;4.0;3.0;6.5
43;J. Bolomboy;C;CZV;13.8;12.1;2;21.8;2;10.5;9.5;0.5;0.0;1.0;0.5;5.0;8.0;62.5;0.0;0.0;0.0;0.5;1.0;50.0;2.5;7.0;2.0;4.0;1.0;7.0
44;N. Nedovic;G;CZV;13.8;11.7;2;17.0;0;15.0;0.0;1.5;0.5;0.0;0.5;5.5;8.5;64.7;3.0;4.5;66.7;1.0;1.0;100.0;0.0;0.0;0.5;2.5;2.0;2.5
45;K. Punter;G;BAR;13.8;13.1;2;23.3;2;12.5;2.5;1.5;1.0;0.0;0.5;4.5;10.0;45.0;2.0;5.0;40.0;1.5;1.5;100.0;0.0;2.5;1.0;1.0;3.5;-4.0
46;Z. Leday;F;EA7;13.6;12.7;2;23.2;0;12.0;1.5;0.0;0.0;0.0;0.5;4.0;6.5;61.5;1.5;2.0;75.0;2.5;3.0;83.3;0.0;1.5;0.0;1.5;4.5;2.5
47;S. Ibaka;C;RMB;13.5;14.0;2;18.9;0;12.0;5.5;1.5;0.0;1.0;0.0;5.0;7.5;66.7;0.5;2.0;25.0;1.5;2.0;75.0;3.5;2.0;1.5;4.0;1.0;-1.5
48;N. Laprovittola;G;BAR;13.3;11.3;2;20.5;0;9.0;0.5;7.5;1.5;0.0;0.0;3.0;6.5;46.2;1.5;3.0;50.0;1.5;2.0;75.0;0.0;0.5;1.5;2.5;2.5;7.5
49;W. Tavares;C;RMB;13.3;15.0;2;17.3;2;10.0;6.0;0.5;0.0;1.5;0.0;4.5;5.0;90.0;0.0;0.0;0.0;1.0;1.5;66.7;2.0;4.0;2.0;3.0;1.0;-0.5
50;B. Colson;F;FBB;13.2;12.5;2;25.4;2;13.0;5.0;1.0;0.0;0.0;0.5;4.5;8.5;52.9;2.5;4.5;55.6;1.5;2.5;60.0;1.5;3.5;0.0;3.5;2.0;-1.0
51;D. Musa;F;RMB;13.1;13.3;2;22.1;2;15.0;3.0;2.0;0.0;0.0;0.5;5.0;10.0;50.0;1.5;4.0;37.5;3.5;3.5;100.0;1.0;2.0;2.5;1.5;2.0;3.0
52;P. Lee;G;ASV;13.0;11.4;1;24.9;1;12.0;2.0;4.0;1.0;0.0;0.0;5.0;10.0;50.0;2.0;4.0;50.0;0.0;0.0;0.0;0.0;2.0;1.0;1.0;1.0;-13.0
53;M. Diouf;C;VIR;13.0;6.9;2;14.6;0;11.0;2.5;0.0;1.5;0.0;0.5;4.0;5.5;72.7;0.0;0.0;0.0;3.0;4.0;75.0;1.5;1.0;0.0;2.0;3.0;-4.5
54;W. Mcdowell-white;G;BER;12.5;9.2;2;14.4;0;12.5;0.5;1.0;0.5;0.0;0.0;5.0;6.0;83.3;2.5;3.0;83.3;0.0;0.0;0.0;0.0;0.5;1.0;0.5;0.5;-8.5
55;C. Jones;G;PAR;12.5;13.3;2;22.2;0;9.5;2.0;4.5;0.5;0.0;1.0;3.5;8.0;43.8;1.0;2.0;50.0;1.5;1.5;100.0;0.0;2.0;0.5;0.5;2.5;-7.0
56;K. Birch;C;FBB;12.1;12.8;2;17.3;0;7.0;5.5;0.5;1.0;0.5;0.5;1.5;4.5;33.3;0.0;0.0;0.0;4.0;4.0;100.0;2.5;3.0;1.0;1.5;2.5;4.0
57;K. Hayes;C;PBB;12.0;8.7;2;27.0;2;9.5;5.5;0.0;0.5;1.0;0.0;3.0;6.0;50.0;0.0;0.0;0.0;3.5;4.0;87.5;4.0;1.5;1.0;2.5;2.5;-3.5
58;J. Vesely;C;BAR;11.7;13.2;2;19.7;1;8.5;3.0;1.0;1.0;1.0;0.0;3.0;5.5;54.5;0.0;0.0;0.0;2.5;3.0;83.3;0.5;2.5;0.5;2.0;2.0;-1.5
59;O. Yurtseven;C;PAO;11.6;12.8;2;13.4;0;8.0;3.5;0.0;0.5;0.5;0.0;3.5;5.0;70.0;0.0;0.5;0.0;1.0;1.0;100.0;2.0;1.5;0.5;1.0;1.0;1.5
60;X. Rathan-mayes;G;RMB;11.6;10.4;2;17.6;0;12.0;0.5;1.5;2.5;0.5;0.0;4.5;6.5;69.2;2.5;3.5;71.4;0.5;2.5;20.0;0.0;0.5;1.5;3.0;2.5;5.5
61;G. Deck;F;RMB;11.4;12.6;2;25.7;0;10.5;3.0;0.5;0.0;0.0;0.0;4.0;5.5;72.7;0.0;1.0;0.0;2.5;4.0;62.5;0.0;3.0;0.5;2.0;2.5;-2.5
62;L. Mitrovic;F;CZV;11.0;10.3;2;16.9;0;6.5;4.0;1.0;0.5;1.0;0.0;2.0;3.5;57.1;0.0;0.0;0.0;2.5;3.0;83.3;1.5;2.5;1.5;3.5;4.0;0.5
63;B. Davies;C;PAR;11.0;12.3;2;27.9;2;14.0;3.0;2.5;0.5;0.0;0.5;5.5;10.0;55.0;2.0;5.0;40.0;1.0;2.0;50.0;0.5;2.5;1.5;4.0;2.5;-2.5
64;V. Marinkovic;F;PAR;11.0;6.9;2;25.1;1;11.5;3.0;3.0;0.5;0.0;0.0;4.0;6.0;66.7;2.5;4.0;62.5;1.0;1.5;66.7;1.0;2.0;2.0;3.0;0.5;0.5
65;T. Shengelia;F;VIR;11.0;14.4;2;29.4;2;10.5;5.0;4.0;0.0;1.0;0.5;3.0;9.5;31.6;0.0;1.5;0.0;4.5;6.5;69.2;1.5;3.5;3.0;3.0;5.5;3.0
66;M. Wright;C;OLY;10.7;10.9;2;21.8;2;8.5;6.5;1.0;1.5;1.0;0.5;3.0;8.0;37.5;0.5;2.0;25.0;2.0;3.5;57.1;0.5;6.0;1.0;3.0;3.0;5.5
67;I. Brazdeikis;G;ZAL;10.6;9.7;2;21.6;2;11.0;4.5;0.5;1.0;0.5;0.0;4.5;9.5;47.4;0.5;2.5;20.0;1.5;2.0;75.0;0.5;4.0;1.5;2.0;1.5;3.5
68;L. Brown;G;PAO;10.5;13.6;2;19.5;1;7.0;2.0;5.0;1.5;0.0;0.0;3.0;7.0;42.9;0.5;2.0;25.0;0.5;1.0;50.0;0.0;2.0;2.0;2.0;2.5;7.5
69;N. De Colo;G;ASV;10.2;12.1;2;19.3;0;10.5;0.0;6.0;0.5;0.0;1.0;3.5;9.0;38.9;1.0;4.5;22.2;2.5;2.5;100.0;0.0;0.0;2.0;1.5;2.5;2.5
70;J. Parker;F;BAR;10.1;12.2;2;23.6;2;9.5;2.5;2.0;0.5;0.0;0.0;4.0;8.0;50.0;1.0;3.5;28.6;0.5;1.0;50.0;0.0;2.5;1.5;0.0;1.0;4.0
71;G. Papagiannis;C;ASM;9.9;11.5;2;18.6;0;8.5;5.0;0.5;0.0;0.5;0.5;4.0;7.5;53.3;0.5;2.0;25.0;0.0;0.0;0.0;2.0;3.0;1.0;1.5;1.0;4.0
72;B. Marjanovic;C;FBB;9.9;14.2;1;15.5;1;8.0;4.0;1.0;0.0;0.0;0.0;4.0;7.0;57.1;0.0;0.0;0.0;0.0;0.0;0.0;1.0;3.0;0.0;1.0;0.0;6.0
73;A. Schofield;F;ASV;9.9;12.5;1;16.2;1;9.0;2.0;0.0;0.0;1.0;0.0;3.0;4.0;75.0;2.0;3.0;66.7;1.0;3.0;33.3;2.0;0.0;0.0;2.0;2.0;0.0
74;I. Papapetrou;F;PAO;9.9;7.9;1;13.4;0;4.0;6.0;0.0;1.0;1.0;0.0;2.0;5.0;40.0;0.0;2.0;0.0;0.0;0.0;0.0;1.0;5.0;0.0;1.0;1.0;15.0
75;M. Hezonja;F;RMB;9.9;12.6;1;17.1;1;10.0;3.0;0.0;0.0;0.0;1.0;3.0;10.0;30.0;1.0;3.0;33.3;3.0;3.0;100.0;0.0;3.0;1.0;0.0;5.0;-1.0
76;T. Luwawu-cabarrot;F;BKN;9.7;9.9;2;26.2;2;11.5;3.0;2.0;1.5;0.5;0.0;5.0;10.5;47.6;0.5;2.5;20.0;1.0;1.0;100.0;0.5;2.5;2.0;2.5;0.5;4.0
77;T. Satoransky;G;BAR;9.7;10.8;2;23.4;1;1.0;4.0;6.5;2.5;0.0;1.0;0.5;3.0;16.7;0.0;0.0;0.0;0.0;0.0;0.0;2.0;2.0;1.5;2.0;2.0;-0.5
78;T. Forrest;G;BKN;9.4;12.0;2;22.5;2;6.0;3.0;3.0;0.5;0.0;0.5;2.0;4.5;44.4;0.5;1.5;33.3;1.5;1.5;100.0;0.5;2.5;2.0;0.5;1.5;-1.0
79;J. Anderson;F;BAR;9.2;8.7;2;16.3;1;5.5;2.5;0.5;1.0;1.0;0.0;2.0;2.5;80.0;0.0;0.0;0.0;1.5;1.5;100.0;0.5;2.0;1.0;1.5;1.0;-6.0
80;D. Sirvydis;F;ZAL;9.2;11.4;2;18.8;0;12.5;2.5;1.0;0.5;0.0;0.0;3.5;8.0;43.8;2.5;6.5;38.5;3.0;4.5;66.7;0.5;2.0;1.5;2.0;2.0;-3.5
81;M. Howard;G;BKN;9.1;12.0;2;20.4;0;12.0;2.0;0.5;0.0;0.0;0.0;3.5;9.5;36.8;2.0;5.5;36.4;3.0;3.0;100.0;0.5;1.5;1.0;2.5;3.5;1.0
82;D. Willis;F;EFS;9.0;9.4;2;15.0;0;4.0;4.5;0.0;1.0;1.0;0.0;1.0;2.0;50.0;0.0;0.5;0.0;2.0;2.0;100.0;2.0;2.5;0.5;1.5;1.0;5.0
83;L. Bolmaro;G;EA7;9.0;9.3;1;22.8;1;9.0;2.0;3.0;0.0;0.0;0.0;3.0;6.0;50.0;0.0;2.0;0.0;3.0;4.0;75.0;0.0;2.0;2.0;2.0;3.0;-5.0
84;F. Korkmaz;G;ASM;8.8;13.7;1;14.3;1;10.0;1.0;0.0;2.0;0.0;0.0;4.0;6.0;66.7;1.0;2.0;50.0;1.0;2.0;50.0;0.0;1.0;1.0;2.0;1.0;4.0
85;T. Biberovic;F;FBB;8.8;6.9;1;12.9;0;7.0;1.0;3.0;0.0;0.0;0.0;3.0;4.0;75.0;1.0;2.0;50.0;0.0;0.0;0.0;1.0;0.0;1.0;1.0;0.0;9.0
86;E. Fournier;G;OLY;8.8;13.5;2;23.6;2;10.0;2.5;0.5;1.0;0.5;0.0;3.0;7.0;42.9;1.0;2.5;40.0;3.0;4.5;66.7;1.5;1.0;2.0;2.0;3.0;1.0
87;S. Harrison;G;ASV;8.7;12.1;2;19.9;1;9.0;4.0;1.5;0.5;0.5;0.5;3.5;7.0;50.0;1.5;2.0;75.0;0.5;2.0;25.0;1.5;2.5;1.0;3.0;2.0;4.0
88;N. Dimitrijevic;G;EA7;8.6;9.4;2;25.2;1;10.0;4.5;2.5;0.0;0.0;0.0;3.5;8.5;41.2;2.0;4.5;44.4;1.0;1.0;100.0;1.0;3.5;2.5;2.0;1.0;-2.0
89;C. Edwards;G;BAY;8.6;8.7;2;24.4;0;14.0;2.0;3.5;0.0;0.0;1.0;5.0;15.0;33.3;0.5;6.5;7.7;3.5;3.5;100.0;0.5;1.5;1.0;3.0;3.5;-2.5
90;R. Jokubaitis;G;MTA;8.6;9.0;2;14.0;0;6.5;2.0;3.0;0.0;0.5;0.0;3.0;6.0;50.0;0.0;1.0;0.0;0.5;1.0;50.0;0.5;1.5;1.0;1.0;2.0;-5.5
91;J. Bean;F;BER;8.5;7.1;2;17.2;0;2.5;5.0;1.0;0.0;0.0;0.0;1.0;1.5;66.7;0.5;0.5;100.0;0.0;0.0;0.0;1.5;3.5;0.0;0.5;1.0;-0.5
92;I. Bonga;F;PAR;8.5;7.8;2;28.9;1;7.0;4.0;3.5;0.5;0.5;0.5;2.0;7.5;26.7;2.0;5.0;40.0;1.0;1.0;100.0;0.0;4.0;1.0;1.0;1.0;-5.5
93;M. Guduric;G;FBB;8.3;9.6;2;20.6;2;6.0;3.5;2.5;0.0;0.0;0.0;2.0;5.5;36.4;1.0;3.0;33.3;1.0;1.0;100.0;0.5;3.0;1.5;2.5;3.0;-1.0
94;J. Nebo;C;EA7;8.0;13.4;1;22.4;1;7.0;2.0;0.0;0.0;1.0;0.0;3.0;5.0;60.0;0.0;0.0;0.0;1.0;3.0;33.3;1.0;1.0;1.0;0.0;3.0;-15.0
95;B. Sy;F;PBB;8.0;6.6;1;14.6;0;3.0;7.0;1.0;1.0;0.0;0.0;1.0;2.0;50.0;1.0;2.0;50.0;0.0;0.0;0.0;2.0;5.0;0.0;3.0;0.0;5.0
96;D. Giedraitis;G;ZAL;7.9;6.0;2;27.5;2;8.0;3.0;0.5;1.0;0.0;0.5;3.5;6.5;53.8;1.0;3.5;28.6;0.0;0.0;0.0;1.0;2.0;0.5;2.0;1.0;2.5
97;R. Beaubois;G;EFS;7.8;8.3;2;20.0;0;9.0;1.5;2.5;1.0;0.0;0.0;3.5;7.5;46.7;2.0;4.0;50.0;0.0;0.0;0.0;1.0;0.5;1.0;1.5;0.0;7.5
98;T. Black;C;ASV;7.8;7.0;2;14.0;0;5.5;4.5;0.5;0.0;0.0;0.0;2.5;3.0;83.3;0.0;0.0;0.0;0.5;1.5;33.3;0.5;4.0;1.5;2.5;2.5;1.5
99;L. Randolph;F;MTA;7.8;9.8;2;28.4;2;9.0;5.5;0.5;0.5;0.0;0.5;4.0;8.0;50.0;0.0;1.0;0.0;1.0;1.0;100.0;1.0;4.5;1.0;3.0;0.5;7.0
100;V. Lucic;F;BAY;7.7;9.9;2;21.8;2;5.5;2.5;1.0;1.0;0.0;0.0;1.0;5.0;20.0;0.0;2.5;0.0;3.5;3.5;100.0;0.5;2.0;1.0;0.5;2.5;-4.5
101;N. Williams-goss;G;OLY;7.6;8.3;2;17.8;1;7.5;2.0;2.5;0.0;0.0;0.0;3.0;6.5;46.2;0.0;0.5;0.0;1.5;2.5;60.0;1.0;1.0;2.0;0.5;2.0;0.5
102;A. Obst;G;BAY;7.5;7.4;2;16.9;2;7.5;0.5;2.0;0.0;0.0;0.5;2.5;5.0;50.0;2.0;3.5;57.1;0.5;1.0;50.0;0.0;0.5;0.5;1.0;2.0;-1.0
103;S. Mckissic;G;OLY;7.5;7.7;2;10.9;0;6.5;1.0;1.0;0.0;0.0;0.0;1.5;3.5;42.9;0.5;2.0;25.0;3.0;3.0;100.0;0.0;1.0;0.0;0.5;1.5;-1.5
104;C. Malcolm;F;PBB;7.5;10.8;2;16.5;0;9.0;0.5;1.0;0.0;0.0;0.0;3.5;5.5;63.6;1.0;2.5;40.0;1.0;1.5;66.7;0.0;0.5;0.5;1.0;1.0;-1.0
105;K. Sloukas;G;PAO;7.4;13.5;2;14.7;1;5.0;0.5;3.5;0.0;0.0;0.0;1.5;5.5;27.3;1.0;3.5;28.6;1.0;1.0;100.0;0.0;0.5;1.0;0.0;2.5;2.5
106;D. Motiejunas;C;ASM;7.2;9.7;2;22.6;2;6.5;7.0;0.0;0.0;0.0;0.0;3.0;8.5;35.3;0.5;2.5;20.0;0.0;0.0;0.0;3.5;3.5;1.0;2.0;1.5;6.5
